Club,Elo,Fecha
Newcastle Utd,1794.07983398,2024-01-15
Manchester Utd,1787.66223145,2024-01-15
Girona,1787.27832031,2024-01-15
Chelsea,1782.65185547,2024-01-15
Athletic Club,1780.42407227,2024-01-15
Lazio,1772.29516602,2024-01-15
Atalanta,1769.18994141,2024-01-15
Roma,1761.17553711,2024-01-15
Fiorentina,1748.97021484,2024-01-15
Lens,1747.85083008,2024-01-15
Brentford,1740.87280273,2024-01-15
Wolves,1738.7824707,2024-01-15
Marseille,1736.01574707,2024-01-15
Betis,1732.55224609,2024-01-15
Lille,1729.11901855,2024-01-15
Crystal Palace,1723.28771973,2024-01-15
Everton,1723.22888184,2024-01-15
Eint Frankfurt,1719.44665527,2024-01-15
Bologna,1718.80834961,2024-01-15
Freiburg,1716.22827148,2024-01-15
Stuttgart,1712.90002441,2024-01-15
Nice,1712.37341309,2024-01-15
Fulham,1712.23754883,2024-01-15
Bournemouth,1711.87463379,2024-01-15
Torino,1707.78710938,2024-01-15
Rennes,1706.15527344,2024-01-15
Valencia,1704.63366699,2024-01-15
Monaco,1699.93103027,2024-01-15
Villarreal,1692.3684082,2024-01-15
Getafe,1677.2467041,2024-01-15
Gladbach,1675.74267578,2024-01-15
Wolfsburg,1675.50134277,2024-01-15
Brest,1671.26647949,2024-01-15
Nott'ham Forest,1669.92553711,2024-01-15
Sevilla,1669.52185059,2024-01-15
Monza,1665.35949707,2024-01-15
Hoffenheim,1662.83703613,2024-01-15
Rayo Vallecano,1655.3704834,2024-01-15
Reims,1653.56140137,2024-01-15
Union Berlin,1653.47363281,2024-01-15
Osasuna,1653.19152832,2024-01-15
Burnley,1647.2545166,2024-01-15
Udinese,1646.49365234,2024-01-15
Mallorca,1642.19702148,2024-01-15
Lyon,1639.35205078,2024-01-15
Las Palmas,1638.79187012,2024-01-15
Celta Vigo,1638.50878906,2024-01-15
Strasbourg,1636.72521973,2024-01-15
Mainz 05,1635.40551758,2024-01-15
Sassuolo,1631.10705566,2024-01-15
Genoa,1624.70141602,2024-01-15
Montpellier,1623.35974121,2024-01-15
Werder Bremen,1615.53894043,2024-01-15
Bochum,1615.05200195,2024-01-15
Köln,1612.78308105,2024-01-15
Alavés,1609.08728027,2024-01-15
Luton Town,1607.40991211,2024-01-15
Toulouse,1603.46191406,2024-01-15
Cádiz,1602.70361328,2024-01-15
Augsburg,1602.23962402,2024-01-15
Lecce,1601.7097168,2024-01-15
Heidenheim,1597.34069824,2024-01-15
Hellas Verona,1590.12731934,2024-01-15
Frosinone,1589.18200684,2024-01-15
Sheffield Utd,1580.94262695,2024-01-15
Cagliari,1574.66564941,2024-01-15
Empoli,1573.4744873,2024-01-15
Granada,1571.76794434,2024-01-15
Salernitana,1568.87365723,2024-01-15
Clermont Foot,1567.04870605,2024-01-15
Le Havre,1562.08422852,2024-01-15
Almería,1555.22729492,2024-01-15
Lorient,1545.23156738,2024-01-15
Metz,1544.8996582,2024-01-15
Nantes,1544.64294434,2024-01-15
Darmstadt 98,1531.80480957,2024-01-15
Manchester City,2045.65881348,2024-01-16
Real Madrid,1968.71606445,2024-01-16
Bayern Munich,1964.86169434,2024-01-16
Liverpool,1943.99243164,2024-01-16
Inter,1940.27954102,2024-01-16
Arsenal,1910.52770996,2024-01-16
Paris S-G,1881.8013916,2024-01-16
Barcelona,1863.40563965,2024-01-16
Atlético Madrid,1861.97692871,2024-01-16
Leverkusen,1860.61303711,2024-01-16
Juventus,1852.13745117,2024-01-16
Aston Villa,1851.99084473,2024-01-16
Dortmund,1845.26281738,2024-01-16
Milan,1839.90612793,2024-01-16
Tottenham,1837.90356445,2024-01-16
RB Leipzig,1833.24108887,2024-01-16
Brighton,1821.91955566,2024-01-16
Real Sociedad,1814.06481934,2024-01-16
Napoli,1811.75231934,2024-01-16
West Ham,1807.64331055,2024-01-16
Newcastle Utd,1794.07983398,2024-01-16
Manchester Utd,1787.66223145,2024-01-16
Girona,1787.27832031,2024-01-16
Chelsea,1782.65185547,2024-01-16
Athletic Club,1780.42407227,2024-01-16
Atalanta,1775.59460449,2024-01-16
Lazio,1772.29516602,2024-01-16
Roma,1761.17553711,2024-01-16
Fiorentina,1748.97021484,2024-01-16
Lens,1747.85083008,2024-01-16
Brentford,1740.87280273,2024-01-16
Wolves,1738.7824707,2024-01-16
Marseille,1736.01574707,2024-01-16
Betis,1732.55224609,2024-01-16
Lille,1729.11901855,2024-01-16
Crystal Palace,1723.28771973,2024-01-16
Everton,1723.22888184,2024-01-16
Eint Frankfurt,1719.44665527,2024-01-16
Bologna,1718.80834961,2024-01-16
Freiburg,1716.22827148,2024-01-16
Stuttgart,1712.90002441,2024-01-16
Nice,1712.37341309,2024-01-16
Fulham,1712.23754883,2024-01-16
Bournemouth,1711.87463379,2024-01-16
Torino,1707.78710938,2024-01-16
Rennes,1706.15527344,2024-01-16
Valencia,1704.63366699,2024-01-16
Monaco,1699.93103027,2024-01-16
Villarreal,1692.3684082,2024-01-16
Getafe,1677.2467041,2024-01-16
Gladbach,1675.74267578,2024-01-16
Wolfsburg,1675.50134277,2024-01-16
Brest,1671.26647949,2024-01-16
Nott'ham Forest,1669.92553711,2024-01-16
Sevilla,1669.52185059,2024-01-16
Monza,1665.35949707,2024-01-16
Hoffenheim,1662.83703613,2024-01-16
Rayo Vallecano,1655.3704834,2024-01-16
Reims,1653.56140137,2024-01-16
Union Berlin,1653.47363281,2024-01-16
Osasuna,1653.19152832,2024-01-16
Burnley,1647.2545166,2024-01-16
Udinese,1646.49365234,2024-01-16
Mallorca,1642.19702148,2024-01-16
Lyon,1639.35205078,2024-01-16
Las Palmas,1638.79187012,2024-01-16
Celta Vigo,1638.50878906,2024-01-16
Strasbourg,1636.72521973,2024-01-16
Mainz 05,1635.40551758,2024-01-16
Sassuolo,1631.10705566,2024-01-16
Genoa,1624.70141602,2024-01-16
Montpellier,1623.35974121,2024-01-16
Werder Bremen,1615.53894043,2024-01-16
Bochum,1615.05200195,2024-01-16
Köln,1612.78308105,2024-01-16
Alavés,1609.08728027,2024-01-16
Luton Town,1607.40991211,2024-01-16
Toulouse,1603.46191406,2024-01-16
Cádiz,1602.70361328,2024-01-16
Augsburg,1602.23962402,2024-01-16
Lecce,1601.7097168,2024-01-16
Heidenheim,1597.34069824,2024-01-16
Hellas Verona,1590.12731934,2024-01-16
Frosinone,1582.77734375,2024-01-16
Sheffield Utd,1580.94262695,2024-01-16
Cagliari,1574.66564941,2024-01-16
Empoli,1573.4744873,2024-01-16
Granada,1571.76794434,2024-01-16
Salernitana,1568.87365723,2024-01-16
Clermont Foot,1567.04870605,2024-01-16
Le Havre,1562.08422852,2024-01-16
Almería,1555.22729492,2024-01-16
Lorient,1545.23156738,2024-01-16
Metz,1544.8996582,2024-01-16
Nantes,1544.64294434,2024-01-16
Darmstadt 98,1531.80480957,2024-01-16
Manchester City,2053.18994141,2024-02-14
Real Madrid,1981.65368652,2024-02-14
Inter,1956.796875,2024-02-14
Liverpool,1948.82006836,2024-02-14
Arsenal,1944.78515625,2024-02-14
Bayern Munich,1938.94824219,2024-02-14
Paris S-G,1884.24035645,2024-02-14
Leverkusen,1880.04833984,2024-02-14
Atlético Madrid,1866.00671387,2024-02-14
Dortmund,1855.41833496,2024-02-14
Barcelona,1855.13647461,2024-02-14
Milan,1849.3182373,2024-02-14
Tottenham,1846.02880859,2024-02-14
Juventus,1836.21630859,2024-02-14
Aston Villa,1834.19177246,2024-02-14
Manchester Utd,1818.17321777,2024-02-14
Newcastle Utd,1809.6237793,2024-02-14
Napoli,1808.61108398,2024-02-14
RB Leipzig,1805.0357666,2024-02-14
Real Sociedad,1802.28833008,2024-02-14
Atalanta,1799.51782227,2024-02-14
Brighton,1797.16931152,2024-02-14
Girona,1793.7791748,2024-02-14
Chelsea,1774.05725098,2024-02-14
West Ham,1773.69921875,2024-02-14
Athletic Club,1773.16442871,2024-02-14
Lazio,1769.03308105,2024-02-14
Roma,1766.65014648,2024-02-14
Lens,1765.75341797,2024-02-14
Brentford,1751.79052734,2024-02-14
Fiorentina,1740.44812012,2024-02-14
Betis,1738.31945801,2024-02-14
Stuttgart,1737.70922852,2024-02-14
Bologna,1737.23376465,2024-02-14
Wolves,1735.63696289,2024-02-14
Lille,1729.23327637,2024-02-14
Everton,1724.59619141,2024-02-14
Rennes,1723.90881348,2024-02-14
Fulham,1719.97387695,2024-02-14
Marseille,1718.38818359,2024-02-14
Torino,1707.28820801,2024-02-14
Monaco,1707.2590332,2024-02-14
Nice,1706.14746094,2024-02-14
Villarreal,1704.26696777,2024-02-14
Eint Frankfurt,1702.32006836,2024-02-14
Crystal Palace,1700.96105957,2024-02-14
Valencia,1700.76721191,2024-02-14
Bournemouth,1696.5793457,2024-02-14
Freiburg,1689.51757812,2024-02-14
Sevilla,1682.27807617,2024-02-14
Getafe,1681.97717285,2024-02-14
Brest,1675.36254883,2024-02-14
Las Palmas,1662.98779297,2024-02-14
Gladbach,1662.22473145,2024-02-14
Wolfsburg,1661.21228027,2024-02-14
Nott'ham Forest,1658.7166748,2024-02-14
Union Berlin,1658.17529297,2024-02-14
Osasuna,1655.69372559,2024-02-14
Monza,1653.12744141,2024-02-14
Hoffenheim,1652.76525879,2024-02-14
Udinese,1650.05322266,2024-02-14
Lyon,1649.71765137,2024-02-14
Burnley,1644.36047363,2024-02-14
Werder Bremen,1641.46960449,2024-02-14
Celta Vigo,1641.46374512,2024-02-14
Mallorca,1638.04162598,2024-02-14
Genoa,1629.41870117,2024-02-14
Rayo Vallecano,1629.16796875,2024-02-14
Strasbourg,1626.85717773,2024-02-14
Reims,1625.68615723,2024-02-14
Alavés,1624.99890137,2024-02-14
Köln,1623.38171387,2024-02-14
Bochum,1621.93579102,2024-02-14
Luton Town,1621.84875488,2024-02-14
Sassuolo,1616.22119141,2024-02-14
Augsburg,1616.14697266,2024-02-14
Heidenheim,1615.91015625,2024-02-14
Mainz 05,1613.91381836,2024-02-14
Montpellier,1611.70776367,2024-02-14
Empoli,1608.4876709,2024-02-14
Cádiz,1595.65466309,2024-02-14
Toulouse,1595.39135742,2024-02-14
Lecce,1592.55029297,2024-02-14
Sheffield Utd,1589.70703125,2024-02-14
Hellas Verona,1586.7623291,2024-02-14
Frosinone,1582.7220459,2024-02-14
Granada,1572.16992188,2024-02-14
Lorient,1566.38562012,2024-02-14
Clermont Foot,1562.66638184,2024-02-14
Le Havre,1562.31286621,2024-02-14
Nantes,1555.56494141,2024-02-14
Salernitana,1549.39538574,2024-02-14
Cagliari,1548.14416504,2024-02-14
Almería,1542.38183594,2024-02-14
Metz,1538.29760742,2024-02-14
Darmstadt 98,1532.22216797,2024-02-14
Manchester City,2046.00842285,2024-02-22
Real Madrid,1969.81787109,2024-02-22
Inter,1964.72229004,2024-02-22
Liverpool,1957.45361328,2024-02-22
Arsenal,1945.37280273,2024-02-22
Bayern Munich,1922.01208496,2024-02-22
Paris S-G,1892.34375,2024-02-22
Leverkusen,1884.64953613,2024-02-22
Atlético Madrid,1864.08251953,2024-02-22
Barcelona,1856.46411133,2024-02-22
Dortmund,1855.14782715,2024-02-22
Milan,1843.38183594,2024-02-22
Aston Villa,1839.28564453,2024-02-22
Juventus,1835.34228516,2024-02-22
Tottenham,1832.70495605,2024-02-22
Manchester Utd,1821.27783203,2024-02-22
RB Leipzig,1810.50427246,2024-02-22
Atalanta,1808.4395752,2024-02-22
Brighton,1805.10803223,2024-02-22
Napoli,1804.95910645,2024-02-22
Newcastle Utd,1803.85302734,2024-02-22
Real Sociedad,1797.11938477,2024-02-22
Girona,1781.95983887,2024-02-22
Roma,1781.17663574,2024-02-22
Chelsea,1780.2043457,2024-02-22
Athletic Club,1774.55371094,2024-02-22
Lazio,1767.14916992,2024-02-22
Bologna,1761.203125,2024-02-22
West Ham,1759.11242676,2024-02-22
Lens,1759.06274414,2024-02-22
Wolves,1746.37158203,2024-02-22
Stuttgart,1743.38415527,2024-02-22
Brentford,1741.21594238,2024-02-22
Lille,1734.00415039,2024-02-22
Fiorentina,1733.23376465,2024-02-22
Everton,1721.3145752,2024-02-22
Rennes,1721.04528809,2024-02-22
Betis,1718.16601562,2024-02-22
Torino,1717.42822266,2024-02-22
Fulham,1712.29089355,2024-02-22
Marseille,1710.36914062,2024-02-22
Eint Frankfurt,1707.29016113,2024-02-22
Crystal Palace,1701.65356445,2024-02-22
Bournemouth,1699.76086426,2024-02-22
Nice,1696.69165039,2024-02-22
Villarreal,1696.31616211,2024-02-22
Monaco,1694.22607422,2024-02-22
Valencia,1692.94580078,2024-02-22
Freiburg,1691.98937988,2024-02-22
Brest,1682.28894043,2024-02-22
Sevilla,1679.66943359,2024-02-22
Getafe,1679.4979248,2024-02-22
Monza,1674.09375,2024-02-22
Nott'ham Forest,1670.7142334,2024-02-22
Union Berlin,1668.9407959,2024-02-22
Wolfsburg,1665.69360352,2024-02-22
Gladbach,1658.86853027,2024-02-22
Osasuna,1657.41162109,2024-02-22
Lyon,1656.95861816,2024-02-22
Las Palmas,1652.36730957,2024-02-22
Werder Bremen,1651.94970703,2024-02-22
Udinese,1649.98291016,2024-02-22
Hoffenheim,1644.11193848,2024-02-22
Genoa,1639.49658203,2024-02-22
Burnley,1636.98999023,2024-02-22
Bochum,1636.78918457,2024-02-22
Celta Vigo,1631.65527344,2024-02-22
Rayo Vallecano,1630.57373047,2024-02-22
Reims,1627.12097168,2024-02-22
Mallorca,1626.68847656,2024-02-22
Alavés,1624.52087402,2024-02-22
Mainz 05,1621.30712891,2024-02-22
Montpellier,1619.46105957,2024-02-22
Sassuolo,1615.67480469,2024-02-22
Köln,1615.01379395,2024-02-22
Empoli,1614.56225586,2024-02-22
Luton Town,1613.95227051,2024-02-22
Heidenheim,1613.42114258,2024-02-22
Augsburg,1610.86572266,2024-02-22
Strasbourg,1610.52844238,2024-02-22
Toulouse,1605.58508301,2024-02-22
Hellas Verona,1596.01171875,2024-02-22
Lecce,1590.78564453,2024-02-22
Cádiz,1583.5065918,2024-02-22
Lorient,1580.49963379,2024-02-22
Sheffield Utd,1579.17919922,2024-02-22
Frosinone,1578.65869141,2024-02-22
Granada,1564.00732422,2024-02-22
Clermont Foot,1556.66052246,2024-02-22
Cagliari,1556.58996582,2024-02-22
Le Havre,1555.32714844,2024-02-22
Salernitana,1551.96008301,2024-02-22
Nantes,1551.33886719,2024-02-22
Almería,1540.11425781,2024-02-22
Darmstadt 98,1528.65942383,2024-02-22
Metz,1528.32946777,2024-02-22
Manchester City,2047.98669434,2024-02-28
Real Madrid,1968.59802246,2024-02-28
Inter,1967.44641113,2024-02-28
Liverpool,1957.45361328,2024-02-28
Arsenal,1951.65014648,2024-02-28
Bayern Munich,1925.11303711,2024-02-28
Leverkusen,1885.74804688,2024-02-28
Paris S-G,1884.57409668,2024-02-28
Barcelona,1859.19873047,2024-02-28
Atlético Madrid,1855.30529785,2024-02-28
Aston Villa,1843.8515625,2024-02-28
Milan,1840.97766113,2024-02-28
Dortmund,1840.21191406,2024-02-28
Juventus,1836.39733887,2024-02-28
Tottenham,1832.70495605,2024-02-28
Atalanta,1809.94580078,2024-02-28
Manchester Utd,1809.42895508,2024-02-28
RB Leipzig,1806.14660645,2024-02-28
Brighton,1801.58459473,2024-02-28
Napoli,1798.86975098,2024-02-28
Newcastle Utd,1797.57568359,2024-02-28
Girona,1784.44567871,2024-02-28
Roma,1781.32055664,2024-02-28
Chelsea,1780.2043457,2024-02-28
Real Sociedad,1776.69946289,2024-02-28
Lazio,1770.1673584,2024-02-28
West Ham,1768.27258301,2024-02-28
Bologna,1764.75085449,2024-02-28
Athletic Club,1760.79711914,2024-02-28
Wolves,1749.66723633,2024-02-28
Fiorentina,1740.23510742,2024-02-28
Stuttgart,1737.60949707,2024-02-28
Lens,1735.9979248,2024-02-28
Brentford,1732.05578613,2024-02-28
Everton,1724.83789062,2024-02-28
Fulham,1724.13964844,2024-02-28
Marseille,1723.75720215,2024-02-28
Rennes,1723.19677734,2024-02-28
Betis,1718.20153809,2024-02-28
Lille,1716.82995605,2024-02-28
Villarreal,1711.42993164,2024-02-28
Crystal Palace,1710.91662598,2024-02-28
Monaco,1702.42248535,2024-02-28
Torino,1699.33740234,2024-02-28
Bournemouth,1697.78271484,2024-02-28
Freiburg,1693.12548828,2024-02-28
Brest,1692.88549805,2024-02-28
Eint Frankfurt,1691.67346191,2024-02-28
Valencia,1690.29272461,2024-02-28
Nice,1689.60571289,2024-02-28
Monza,1682.01733398,2024-02-28
Sevilla,1675.58312988,2024-02-28
Getafe,1671.45715332,2024-02-28
Gladbach,1667.96655273,2024-02-28
Wolfsburg,1667.85327148,2024-02-28
Nott'ham Forest,1666.1484375,2024-02-28
Union Berlin,1664.86621094,2024-02-28
Lyon,1660.59558105,2024-02-28
Hoffenheim,1657.7911377,2024-02-28
Osasuna,1656.79675293,2024-02-28
Genoa,1648.47570801,2024-02-28
Las Palmas,1647.67602539,2024-02-28
Werder Bremen,1646.2833252,2024-02-28
Udinese,1639.07580566,2024-02-28
Reims,1632.29504395,2024-02-28
Celta Vigo,1629.8269043,2024-02-28
Burnley,1627.72705078,2024-02-28
Bochum,1626.43444824,2024-02-28
Mallorca,1626.13806152,2024-02-28
Empoli,1623.06384277,2024-02-28
Rayo Vallecano,1622.78173828,2024-02-28
Alavés,1619.76501465,2024-02-28
Köln,1619.53186035,2024-02-28
Mainz 05,1618.95202637,2024-02-28
Augsburg,1618.75341797,2024-02-28
Heidenheim,1616.23913574,2024-02-28
Toulouse,1615.39111328,2024-02-28
Luton Town,1613.95227051,2024-02-28
Montpellier,1609.2454834,2024-02-28
Sassuolo,1605.24536133,2024-02-28
Strasbourg,1595.34387207,2024-02-28
Hellas Verona,1590.53601074,2024-02-28
Lecce,1586.13354492,2024-02-28
Cádiz,1580.02880859,2024-02-28
Sheffield Utd,1575.88354492,2024-02-28
Frosinone,1575.67565918,2024-02-28
Lorient,1568.26000977,2024-02-28
Granada,1561.35424805,2024-02-28
Cagliari,1560.75134277,2024-02-28
Clermont Foot,1559.15844727,2024-02-28
Nantes,1558.99047852,2024-02-28
Le Havre,1545.56518555,2024-02-28
Almería,1543.58532715,2024-02-28
Salernitana,1542.10864258,2024-02-28
Darmstadt 98,1533.0690918,2024-02-28
Metz,1520.10461426,2024-02-28
Manchester City,2052.98706055,2024-04-05
Real Madrid,1974.56994629,2024-04-05
Inter,1972.47680664,2024-04-05
Liverpool,1971.73791504,2024-04-05
Arsenal,1962.17456055,2024-04-05
Bayern Munich,1922.62353516,2024-04-05
Leverkusen,1903.16040039,2024-04-05
Paris S-G,1901.17883301,2024-04-05
Barcelona,1889.32873535,2024-04-05
Dortmund,1883.87841797,2024-04-05
Milan,1874.69799805,2024-04-05
Tottenham,1843.60070801,2024-04-05
Aston Villa,1838.91540527,2024-04-05
Atlético Madrid,1838.49890137,2024-04-05
Atalanta,1824.75610352,2024-04-05
RB Leipzig,1820.88244629,2024-04-05
Juventus,1815.54248047,2024-04-05
Roma,1810.66601562,2024-04-05
Manchester Utd,1805.82727051,2024-04-05
Newcastle Utd,1804.06079102,2024-04-05
Napoli,1795.49084473,2024-04-05
Chelsea,1791.67456055,2024-04-05
West Ham,1784.94665527,2024-04-05
Bologna,1783.65454102,2024-04-05
Real Sociedad,1778.52893066,2024-04-05
Girona,1774.9732666,2024-04-05
Athletic Club,1773.2611084,2024-04-05
Brighton,1773.06298828,2024-04-05
Stuttgart,1759.95007324,2024-04-05
Lazio,1758.21362305,2024-04-05
Lille,1746.9543457,2024-04-05
Fiorentina,1743.81408691,2024-04-05
Marseille,1740.95800781,2024-04-05
Wolves,1740.20251465,2024-04-05
Lens,1740.00695801,2024-04-05
Fulham,1735.20751953,2024-04-05
Monaco,1724.96154785,2024-04-05
Torino,1724.8918457,2024-04-05
Brentford,1723.59912109,2024-04-05
Bournemouth,1723.32519531,2024-04-05
Rennes,1718.06176758,2024-04-05
Villarreal,1714.08862305,2024-04-05
Brest,1706.12329102,2024-04-05
Everton,1705.89123535,2024-04-05
Freiburg,1703.00439453,2024-04-05
Eint Frankfurt,1701.45129395,2024-04-05
Valencia,1698.21435547,2024-04-05
Crystal Palace,1696.79187012,2024-04-05
Betis,1688.7376709,2024-04-05
Sevilla,1681.89709473,2024-04-05
Nice,1681.72290039,2024-04-05
Monza,1681.21081543,2024-04-05
Nott'ham Forest,1673.64599609,2024-04-05
Lyon,1673.61743164,2024-04-05
Osasuna,1666.43127441,2024-04-05
Getafe,1662.02075195,2024-04-05
Union Berlin,1661.92932129,2024-04-05
Wolfsburg,1657.66052246,2024-04-05
Augsburg,1655.83764648,2024-04-05
Gladbach,1651.45324707,2024-04-05
Reims,1648.38964844,2024-04-05
Genoa,1644.58837891,2024-04-05
Hoffenheim,1643.96838379,2024-04-05
Mallorca,1642.5065918,2024-04-05
Celta Vigo,1640.74316406,2024-04-05
Burnley,1640.68640137,2024-04-05
Udinese,1640.08288574,2024-04-05
Montpellier,1632.14086914,2024-04-05
Mainz 05,1631.9029541,2024-04-05
Toulouse,1629.35021973,2024-04-05
Rayo Vallecano,1628.2208252,2024-04-05
Las Palmas,1625.8873291,2024-04-05
Strasbourg,1625.71801758,2024-04-05
Werder Bremen,1618.32336426,2024-04-05
Köln,1613.18896484,2024-04-05
Alavés,1610.22717285,2024-04-05
Heidenheim,1610.08630371,2024-04-05
Luton Town,1607.39770508,2024-04-05
Empoli,1606.8626709,2024-04-05
Hellas Verona,1606.15759277,2024-04-05
Cádiz,1602.86828613,2024-04-05
Bochum,1598.60388184,2024-04-05
Sassuolo,1596.20849609,2024-04-05
Lecce,1595.02331543,2024-04-05
Sheffield Utd,1580.66955566,2024-04-05
Cagliari,1579.51062012,2024-04-05
Lorient,1579.02197266,2024-04-05
Frosinone,1570.72009277,2024-04-05
Nantes,1551.75756836,2024-04-05
Clermont Foot,1545.7487793,2024-04-05
Le Havre,1542.73254395,2024-04-05
Almería,1540.86047363,2024-04-05
Metz,1538.12976074,2024-04-05
Granada,1535.4810791,2024-04-05
Salernitana,1529.07983398,2024-04-05
Darmstadt 98,1515.7421875,2024-04-05
Manchester City,2055.75805664,2024-04-08
Real Madrid,1974.56994629,2024-04-08
Inter,1972.47680664,2024-04-08
Arsenal,1969.98657227,2024-04-08
Liverpool,1968.4642334,2024-04-08
Bayern Munich,1908.77099609,2024-04-08
Leverkusen,1906.95800781,2024-04-08
Paris S-G,1893.15344238,2024-04-08
Barcelona,1889.32873535,2024-04-08
Milan,1877.98522949,2024-04-08
Dortmund,1871.43798828,2024-04-08
Tottenham,1847.96350098,2024-04-08
Atlético Madrid,1838.49890137,2024-04-08
Aston Villa,1834.52905273,2024-04-08
RB Leipzig,1831.82385254,2024-04-08
Juventus,1820.87939453,2024-04-08
Roma,1816.43249512,2024-04-08
Atalanta,1811.77124023,2024-04-08
Newcastle Utd,1811.37988281,2024-04-08
Manchester Utd,1809.10083008,2024-04-08
Napoli,1804.21411133,2024-04-08
West Ham,1793.10632324,2024-04-08
Chelsea,1787.29528809,2024-04-08
Bologna,1779.0670166,2024-04-08
Real Sociedad,1778.52893066,2024-04-08
Girona,1774.9732666,2024-04-08
Athletic Club,1773.2611084,2024-04-08
Stuttgart,1772.39050293,2024-04-08
Brighton,1765.25097656,2024-04-08
Lille,1757.16601562,2024-04-08
Lazio,1752.44702148,2024-04-08
Fiorentina,1738.47717285,2024-04-08
Lens,1734.28710938,2024-04-08
Wolves,1732.04284668,2024-04-08
Monaco,1731.95007324,2024-04-08
Marseille,1730.74621582,2024-04-08
Brentford,1727.98535156,2024-04-08
Fulham,1727.88842773,2024-04-08
Torino,1714.59777832,2024-04-08
Villarreal,1714.08862305,2024-04-08
Bournemouth,1713.69262695,2024-04-08
Everton,1711.17541504,2024-04-08
Rennes,1711.07324219,2024-04-08
Brest,1709.78308105,2024-04-08
Valencia,1698.21435547,2024-04-08
Eint Frankfurt,1697.63000488,2024-04-08
Crystal Palace,1694.02075195,2024-04-08
Freiburg,1692.06298828,2024-04-08
Betis,1688.7376709,2024-04-08
Sevilla,1681.89709473,2024-04-08
Nice,1681.54980469,2024-04-08
Lyon,1681.53283691,2024-04-08
Monza,1672.48754883,2024-04-08
Nott'ham Forest,1669.28320312,2024-04-08
